date,ticker,open,high,low,close,volume
2021-01-01,AAA,53.70101525800418,54.78588425311538,53.15858076044859,54.24344975555978,100000
2021-01-04,AAA,52.8422655158136,53.90978603128459,52.308505258078114,53.376025773549095,100000
2021-01-05,AAA,53.47083180439581,54.55105062872703,52.930722392230194,54.01094121656142,100000
2021-01-06,AAA,55.06781497748605,56.18029608814234,54.51157442215791,55.6240555328142,100000
2021-01-07,AAA,51.66956054318332,52.71339004910622,51.14764579022188,52.19147529614477,100000
2021-01-08,AAA,52.65195725525107,53.71563315939756,52.12011930317783,53.183795207324316,100000
2021-01-11,AAA,54.97770371280694,56.088364393873746,54.42237337227353,55.533034053340344,100000
2021-01-12,AAA,54.97484422009504,56.085447133632314,54.4195427633264,55.530145676863675,100000
2021-01-13,AAA,54.682412058401155,55.787107251500174,54.13006446185165,55.234759654950665,100000
2021-01-14,AAA,55.700186976273145,56.825443278824125,55.13755882499766,56.262815127548635,100000
2021-01-15,AAA,55.2101091255468,56.325464865456844,54.652431255591786,55.76778699550182,100000
2021-01-18,AAA,53.84456347366188,54.93233243272576,53.30067899412994,54.38844795319382,100000
2021-01-19,AAA,52.54869576960617,53.610285583133575,52.017900862842474,53.07949067636987,100000
2021-01-20,AAA,53.989662470652284,55.08036272258466,53.444312344686104,54.53501259661847,100000
2021-01-21,AAA,55.98535204550402,57.1163692585445,55.419843438983776,56.55086065202426,100000
2021-01-22,AAA,54.61522887829942,55.718566835436775,54.063559899730734,55.1668978568681,100000
2021-01-25,AAA,53.33873733975596,54.416287589043954,52.799962215111954,53.877512464399956,100000
2021-01-26,AAA,52.554563105723595,53.61627145129376,52.023708932938504,53.08541727850868,100000
2021-01-27,AAA,51.302508257586695,52.338922565820766,50.78430110346965,51.82071541170373,100000
2021-01-28,AAA,52.52806471552944,53.58923774008559,51.99747820325136,53.058651227807516,100000
2021-01-29,AAA,51.581104422298104,52.62314693587988,51.06008316550721,52.10212567908899,100000
2021-02-01,AAA,53.17409560980186,54.24831976353523,52.636983532935176,53.711207686668544,100000
2021-02-02,AAA,50.61744372479633,51.640018345499286,50.106156414444854,51.12873103514781,100000
2021-02-03,AAA,53.07104350626289,54.14318579931871,52.53497235973498,53.6071146527908,100000
2021-02-04,AAA,52.21295538978503,53.26776256937665,51.68555179998922,52.74035897958084,100000
2021-02-05,AAA,51.073279430081485,52.105062852911416,50.55738771866652,51.58917114149645,100000
2021-02-08,AAA,53.51635066071848,54.59748905790472,52.97578146212537,54.0569198593116,100000
2021-02-09,AAA,53.365164142815665,54.44324826691295,52.82612208076702,53.90420620486431,100000
2021-02-10,AAA,51.60578089891627,52.648321927177214,51.08451038478581,52.12705141304674,100000
2021-02-11,AAA,53.66189843005859,54.74597718622139,53.11985905197719,54.20393780813999,100000
2021-02-12,AAA,54.58841293552731,55.69120915644705,54.03701482506744,55.13981104598718,100000
2021-02-15,AAA,53.37990449719907,54.45828640623339,52.840713542681904,53.91909545171623,100000
2021-02-16,AAA,54.53077417302212,55.63240597449731,53.97995827228452,55.08159007375971,100000
2021-02-17,AAA,54.43745662320628,55.5372032216549,53.88758332398198,54.98732992243059,100000
2021-02-18,AAA,54.69360757476516,55.798528939911925,54.14114689219177,55.24606825733854,100000
2021-02-19,AAA,54.45849678686525,55.55866843912515,53.908410960735296,55.0085826129952,100000
2021-02-22,AAA,55.31846556594995,56.43601032485803,54.75969318649591,55.87723794540399,100000
2021-02-23,AAA,54.05815385105161,55.150237767234465,53.51211189296018,54.604195809143036,100000
2021-02-24,AAA,53.55355425053918,54.63544423539855,53.012609258109485,54.094499242968865,100000
2021-02-25,AAA,51.53119945305006,52.57223378543491,51.01068228685763,52.051716619242484,100000
2021-02-26,AAA,54.25627577563159,55.35236215493728,53.70823258597875,54.80431896528444,100000
2021-03-01,AAA,54.84020776276538,55.94809074787175,54.286266270212195,55.39414925531857,100000
2021-03-02,AAA,53.333378220220794,54.41082020446768,52.79465722809735,53.87209921234424,100000
2021-03-03,AAA,52.3636553081924,53.42150693058013,51.83472949699854,52.892581119386264,100000
2021-03-04,AAA,54.975828744220195,56.086451547133734,54.420517342763425,55.531140145676964,100000
2021-03-05,AAA,51.727389939233205,52.77238771578337,51.20489105095812,52.249888827508286,100000
2021-03-08,AAA,53.00485846429368,54.075663685794574,52.469455853543245,53.54026107504413,100000
